,rated,turns,victory_status,winner,white_rating,black_rating,opening_eco,opening_ply,increment_code
8691,1,47,2,1,1479,1496,C20,4,1
8692,1,63,2,1,1485,1490,A40,2,1
8693,1,16,2,2,1479,1573,A40,2,2
8694,1,4,1,2,1543,1466,C44,4,2
8695,1,76,3,2,1478,1461,D00,3,2
8696,1,58,3,2,1488,1490,D00,3,2
8697,1,78,2,2,1560,1475,D05,6,2
8698,1,56,2,1,1477,1483,C50,8,3
8699,1,58,3,2,1492,1553,A45,2,2
8700,1,76,1,2,1551,1479,D06,6,2
8701,1,116,0,0,1603,1475,C44,6,2
8703,1,74,1,2,1485,1471,C20,4,2
8704,1,128,0,0,1469,1524,D00,3,2
8705,1,20,0,0,1376,1472,C50,8,2
8706,1,45,2,1,1492,1483,B54,6,2
8707,1,67,3,1,1499,1493,B50,4,2
8708,1,49,3,1,1482,1483,D00,3,1
8709,1,52,2,1,1468,1592,D00,3,2
8710,1,79,3,1,1457,1446,D00,3,2
8711,1,45,2,1,1449,1377,A40,2,2
8712,1,70,3,2,1458,1521,A40,2,2
8714,1,36,2,1,1002,1412,B80,10,2
8715,1,36,2,2,1461,1402,D00,8,2
8716,1,62,3,2,1256,1395,B50,4,2
8717,1,44,2,2,1370,1372,D04,5,2
8718,1,37,2,1,1325,1375,A48,5,2
8719,1,96,0,0,1204,1379,B23,3,2
8720,1,27,2,1,1429,1389,B21,5,2
8721,1,97,3,1,1470,1397,B20,3,2
8722,1,75,3,1,1386,1397,C60,6,3
8723,1,16,2,2,1393,1539,C55,6,2
8724,1,47,3,1,1532,1400,B07,6,2
8725,1,63,3,1,1470,1409,B50,4,2
8726,1,121,3,1,1524,1416,B29,5,2
8727,1,63,3,1,1445,1426,A45,2,2
8728,1,77,3,1,1416,1438,B54,6,2
8729,1,72,0,0,1359,1440,B21,3,2
8730,1,65,2,2,1413,1430,B28,4,2
8731,1,58,3,2,1094,1427,B02,4,2
8732,1,79,2,2,1269,1421,B54,5,2
8733,1,59,3,1,1341,1434,B51,5,2
8734,1,88,2,2,1250,1428,A06,2,2
8735,1,62,2,2,1417,1417,B20,2,2
8736,1,94,0,0,1404,1418,B20,3,2
8737,1,16,2,2,1397,1407,B51,5,2
8738,1,86,0,0,1463,1405,A45,3,2
8739,1,44,2,2,1300,1397,B40,6,2
8740,1,56,0,0,1401,1296,B20,3,2
8741,1,27,2,1,1319,1414,C20,3,2
8742,1,79,2,1,1541,1422,B30,4,2
8743,1,55,3,1,1419,1074,C40,4,2
8744,1,26,3,2,1081,1416,A45,3,2
8745,1,42,2,2,1498,1391,A00,1,2
8746,1,85,3,1,1534,1397,B22,3,2
8747,1,46,3,2,1417,1386,B20,3,2
8748,1,25,2,1,1511,1393,B33,10,2
8749,1,39,3,1,1405,1403,A20,2,2
8750,1,84,3,2,1319,1395,B20,2,2
8751,1,56,2,2,1434,1383,A45,2,2
8752,1,32,3,2,1421,1371,A00,1,2
8753,1,88,3,2,1383,1360,B51,5,2
8754,1,157,3,1,1262,1374,A00,1,2
8755,1,48,3,2,1386,1326,C48,9,3
8756,1,26,2,2,1054,1373,A00,1,2
8757,1,100,3,2,1381,1460,B22,3,2
8758,1,56,1,2,1831,2120,B34,9,2
8759,1,103,2,1,1943,1839,C41,5,2
8760,1,42,2,2,1842,2137,A06,3,2
8761,1,80,2,2,1849,1968,C00,3,2
8762,1,51,3,1,1960,1857,C41,5,2
8763,1,112,2,2,1865,1952,D01,7,2
8764,1,44,2,2,1870,2073,A04,2,2
8765,1,61,2,1,2022,1877,C34,5,2
8766,1,97,2,1,1909,1887,C41,5,2
8767,1,159,1,1,1954,1902,C41,5,1
8768,1,82,2,2,1913,1925,A06,3,1
8769,1,61,2,1,1901,1924,A06,3,1
8770,1,59,2,1,1889,1938,A06,3,1
8771,1,146,2,2,1950,1876,C41,5,2
8772,1,20,2,2,1885,1960,A04,2,2
8773,1,119,2,1,1951,1894,A10,1,2
8774,1,98,2,2,1891,1912,B30,4,2
8775,1,41,1,1,2152,1895,C41,5,2
8776,1,58,2,2,1943,1882,C41,5,2
8777,1,16,1,2,1993,1868,C41,5,2
8778,1,97,2,1,1855,1912,A06,3,2
8779,1,35,2,1,2177,1858,C41,5,2
8780,1,31,3,1,2092,1863,C00,4,2
8781,1,68,2,2,1870,1989,A04,2,2
8782,1,65,2,1,2054,1876,C41,5,2
8783,1,29,3,1,2026,1883,C00,3,1
8784,1,55,2,1,2017,1890,C00,3,1
8785,1,60,2,2,1897,2003,A04,2,2
8786,1,55,2,1,1995,1905,B10,4,2
8787,1,65,2,1,1869,1960,A06,3,2
8788,1,50,2,2,1875,2042,A06,3,2
8789,1,16,2,2,1884,1932,A04,3,2
8790,1,39,1,1,1872,1918,A04,2,2
8791,1,40,2,2,1915,1859,C27,3,2
8792,1,23,2,1,1906,1869,C41,4,2
8793,1,46,2,1,2069,1875,A41,4,2
8794,1,71,2,1,1862,1935,A04,3,2
8795,1,41,2,1,1937,1870,A41,2,2
8796,1,68,2,2,1973,1856,A41,3,2
8797,1,155,2,1,1842,1958,A06,3,2
8798,0,31,2,1,1276,1486,D00,3,2
8799,1,41,3,1,1743,1504,D20,5,2
8800,0,90,2,2,1504,1685,C46,5,2
8801,1,55,3,1,1685,1504,B01,4,2
8802,1,3,2,1,1639,1504,D02,3,2
8803,1,21,2,1,1733,1504,A00,5,2
8804,1,52,2,2,1556,1588,C00,4,2
8805,1,55,2,1,1713,1525,D35,6,2
8806,1,74,2,2,1823,1880,C61,6,2
8807,1,66,1,2,1739,1713,C46,7,2
8808,1,6,1,2,1966,1616,C60,6,2
8809,1,44,2,2,1620,1909,B02,4,2
8811,0,4,0,0,1992,1811,B00,2,3
8812,0,39,2,2,1413,1430,B01,2,2
8813,0,67,3,1,2430,1413,B07,3,3
8814,0,31,2,1,1666,1413,D12,8,2
8815,0,42,2,1,1477,1413,B07,7,2
8816,0,27,2,1,1806,1413,A41,2,2
8817,0,24,2,2,1413,1806,B12,5,2
8818,0,85,1,1,1388,1413,A41,2,2
8819,0,24,2,2,1413,1425,B21,3,2
8820,0,31,2,1,1849,1413,B07,3,2
8821,0,16,2,2,1413,1336,C44,5,2
8822,0,29,2,2,1413,1820,B10,2,2
8823,0,50,2,1,1852,1413,A40,1,2
8824,0,51,1,1,1861,1413,A40,1,2
8825,1,119,0,0,1421,1413,B07,2,2
8826,1,68,2,2,1423,1432,C41,5,2
8827,1,62,2,2,1431,1516,C45,9,2
8828,1,110,2,2,1650,1414,A41,3,2
8829,1,49,2,2,1424,1441,C41,5,2
8830,1,74,2,1,1563,1431,B07,6,2
8831,1,68,0,0,1428,1527,C00,3,2
8832,1,39,2,2,1439,1426,C45,7,2
8833,1,44,3,2,1587,1423,C41,4,2
8834,1,50,2,2,1390,1413,B07,2,2
8835,1,8,2,1,1403,1388,B00,3,2
8836,1,162,3,2,1600,1387,B06,8,2
8837,1,47,3,1,1470,1395,C41,5,2
8838,1,55,2,2,1406,1391,B12,3,2
8839,1,47,3,1,1379,1418,A00,1,2
8840,1,73,2,1,1411,1303,C00,3,2
8841,1,105,2,2,1387,1401,B07,2,2
8842,1,48,3,2,1411,1404,B01,6,2
8843,1,77,2,2,1418,1574,C41,5,2
8844,1,38,2,2,1419,1382,B10,5,2
8845,1,48,2,2,1429,1432,B06,2,2
8846,1,49,2,1,1492,1438,A41,2,2
8847,1,35,2,2,1447,1499,C44,5,2
8848,1,119,2,1,1436,1472,C44,5,2
8849,1,8,0,0,1518,1431,B07,2,2
8850,1,141,3,1,1352,1444,B07,2,2
8851,1,39,3,1,1441,1464,C45,8,2
8853,1,107,2,1,1424,1355,C40,5,2
8855,1,70,3,2,1710,1911,B01,2,2
8856,0,48,3,2,1944,1896,C26,7,2
8857,1,94,3,2,1944,1928,A46,5,2
8858,1,70,2,2,1781,1930,A06,3,2
8859,1,51,2,1,1914,1788,B08,9,2
8860,1,77,2,1,1892,1831,C41,7,2
8861,1,30,2,2,1733,1875,C50,8,2
8862,1,58,3,2,1791,1851,C41,4,2
8863,1,28,2,2,1940,1808,C38,12,2
8864,1,76,2,1,1774,1772,B10,2,2
8865,1,52,3,2,1850,1905,A46,5,2
8866,1,61,3,1,2041,1876,A15,4,2
8867,0,85,3,1,1329,1876,D00,3,2
8868,1,40,2,2,1670,1848,A46,5,2
8869,1,33,2,1,1814,1661,D02,4,2
8870,1,94,3,2,1884,1827,D24,7,3
8871,1,3,0,0,1880,1886,C23,3,2
8872,1,93,3,1,1857,1537,C27,3,2
8873,1,64,3,2,1541,1817,B20,3,2
8874,1,77,2,1,1662,1692,B03,10,2
8876,1,3,0,0,1563,1396,C40,3,2
8877,0,61,2,1,1835,1396,C41,7,2
8878,1,27,2,1,1329,1061,C41,4,2
8879,1,60,3,2,1067,1263,C22,6,2
8881,1,68,3,2,1000,999,C42,4,2
8882,1,92,2,2,1006,1399,C02,5,2
8883,1,91,2,1,1404,1013,B20,2,1
8884,1,74,2,2,1015,1563,B13,5,2
8885,0,51,2,2,1015,1200,C44,5,2
8886,1,81,2,1,1619,1017,C46,7,2
8887,1,90,2,2,1020,1618,C44,5,2
8888,1,37,3,1,1617,1022,B50,4,2
8889,0,76,2,1,1173,1022,B20,2,3
8890,1,43,3,1,1169,1448,A00,1,2
8891,1,37,3,1,1152,1471,B06,5,2
8892,1,60,3,2,1494,1215,A00,4,2
8893,1,77,3,1,1194,1519,B00,2,2
8894,1,35,2,1,1513,1273,A00,4,2
8895,1,92,1,2,1240,1507,A40,2,2
8896,1,43,3,1,1504,1139,A00,1,2
8898,1,105,1,1,1497,1113,A00,2,1
8899,1,45,2,1,1494,1116,A49,11,1
8900,1,39,3,1,1283,1516,B06,7,2
8901,1,73,3,1,1513,1156,A00,1,2
8902,1,59,3,1,1507,1248,A00,1,2
8903,1,53,3,1,1502,1227,A00,1,2
8904,1,23,2,1,1498,1147,A00,1,2
8905,1,44,2,2,1248,1492,B06,2,3
8906,1,49,2,1,1485,1298,A00,1,2
8908,1,48,3,2,1382,1644,A00,1,2
8910,1,58,2,2,1611,1839,C43,6,3
8911,1,74,3,2,1622,1694,C62,11,2
8912,1,24,2,1,1941,1626,C69,10,3
8913,1,25,3,1,1795,1635,C55,6,2
8914,1,71,2,2,1642,1847,B00,2,2
8915,1,59,2,1,1900,1647,C78,9,2
8916,1,42,2,2,1649,2183,B32,8,2
8917,1,90,3,2,1651,2068,B96,13,2
8918,1,28,2,2,1668,1808,C60,6,1
8919,1,89,2,1,1855,1675,C20,3,2
8920,1,36,2,1,2240,1677,C45,8,2
8921,1,73,2,2,1678,2205,C72,9,2
8922,1,33,2,2,1679,2293,C91,19,2
8923,1,24,2,1,1921,1685,D06,4,2
8924,1,32,0,0,1674,2022,C11,7,3
8925,1,68,2,1,1966,1679,C58,11,2
8926,1,65,2,1,2105,1681,C55,10,2
8927,1,60,2,1,1886,1688,C46,7,2
8928,1,47,2,2,1690,2172,B43,10,2
8929,1,49,2,1,2121,1693,C78,11,2
8930,1,53,3,1,1918,1699,D04,5,2
8931,1,51,2,2,1703,2021,B32,8,2
8932,1,56,1,2,1707,2021,C41,5,2
8933,1,82,2,1,2021,1711,C55,7,2
8934,1,29,2,1,1694,1838,C71,16,2
8935,1,102,2,2,1906,1672,C47,8,2
8936,1,94,2,2,1673,2300,C81,17,2
8937,1,25,2,1,2037,1677,C46,7,2
8938,1,26,2,1,1920,1682,D85,8,2
8939,1,60,3,2,1688,1935,C41,8,2
8940,1,71,2,2,1896,1644,C45,7,3
8941,1,41,3,1,1870,1650,C33,7,3
8942,1,52,2,1,1860,1657,D06,4,2
8943,1,58,2,1,1786,1665,C77,9,3
8944,1,19,2,1,2134,1667,C45,8,2
8945,1,66,0,0,1660,1852,B01,9,3
8946,1,40,2,2,1793,1640,C46,7,2
8947,1,75,2,2,1865,1617,C92,18,3
8948,1,56,2,2,1601,1943,C60,6,2
8949,1,48,2,2,1603,2001,C88,13,2
8950,1,50,2,1,1946,1607,E70,7,2
8951,1,40,2,2,1612,1891,C60,5,1
8952,1,34,2,1,1808,1619,C55,7,3
8953,1,37,2,2,1624,1864,B07,3,2
8954,1,59,2,1,1922,1629,C68,7,2
8955,1,73,3,1,1841,1636,D90,7,2
8956,1,41,1,1,1696,1702,C41,7,1
8957,1,112,2,2,1642,1585,C00,2,2
8958,1,56,2,2,1765,1622,A00,7,2
8960,1,89,3,1,1138,1104,A02,1,2
8961,1,74,3,2,1135,1125,B01,2,2
8962,1,32,1,2,1157,1264,C20,3,2
8963,1,31,1,1,1126,1094,B10,2,2
8964,1,87,2,1,1328,1146,A41,2,2
8965,1,79,2,1,1681,1150,C30,3,2
8966,1,114,2,2,1154,1679,C02,6,2
8967,1,37,3,1,1165,1127,C02,7,2
8968,1,102,2,2,1188,1415,C41,4,2
8969,1,82,3,2,1096,1135,C42,5,2
8970,0,50,3,2,1135,1709,D00,2,2
8971,0,110,0,0,2186,1466,B23,3,2
8972,0,48,1,2,1756,1466,B23,3,2
8973,0,40,2,2,1181,1466,B51,5,2
8974,0,94,3,2,1766,1466,A00,1,2
8975,0,57,2,2,1662,1466,B54,6,2
8976,1,165,1,1,1869,1724,A45,2,2
8977,1,139,1,0,1727,1627,A45,2,2
8978,1,78,3,2,1750,1715,B00,2,2
8979,0,94,0,0,1887,1715,B12,5,2
8980,0,38,2,2,1715,1887,D92,9,2
8981,1,3,0,0,1677,1716,A40,1,2
8982,1,85,2,1,1707,1637,D10,5,2
8983,0,48,3,2,1707,1193,C21,3,2
8984,0,52,3,2,1707,2000,A45,2,1
8985,0,53,2,1,2000,1707,D10,5,1
8986,1,115,3,1,1694,1755,D30,4,2
8987,1,85,2,1,1683,1708,D11,5,2
8988,1,56,2,2,1692,1756,E60,5,2
8989,0,42,3,2,1275,1692,C57,11,2
8990,1,45,2,1,1707,1703,B13,5,2
8991,1,164,1,0,1862,1698,A40,1,2
8992,1,43,2,1,1683,1814,D31,6,2
8993,1,101,3,1,1677,1460,A40,4,2
8997,0,88,3,2,1677,1245,C40,6,2
8998,0,106,2,2,1728,1677,B10,5,1
9000,0,89,2,1,1677,1728,D35,6,2
9001,1,54,2,2,1687,1732,D20,5,2
9002,0,77,3,1,2060,1687,A03,2,2
9003,1,94,1,2,1699,1704,A40,2,2
9004,0,147,3,1,1834,1699,B12,5,2
9005,0,63,2,1,1699,1834,D35,6,2
9006,1,61,3,1,1504,1398,B01,4,2
9007,1,62,3,2,1506,1978,B23,3,2
9008,1,65,3,1,1494,1348,B01,6,2
9009,1,52,1,2,1522,1360,C40,4,2
9010,1,11,2,1,1342,1553,C00,2,2
9011,1,14,2,2,1924,1512,C15,7,2
9012,1,65,2,1,1554,1532,C01,5,2
9013,1,102,2,2,1623,1530,A40,2,2
9014,1,48,2,2,1511,1614,B01,2,2
9015,1,49,2,1,1607,1463,A43,2,2
9016,1,49,2,1,1606,1101,A40,1,2
9017,1,47,3,1,1596,1535,A40,2,2
9018,1,62,3,2,1600,1880,D00,5,2
9019,1,66,3,2,1607,1771,A45,2,2
9020,1,90,2,2,1619,1593,A45,2,2
9021,1,44,2,2,1634,1526,A40,2,2
9022,1,89,2,2,1547,1625,B22,3,2
9023,1,92,1,2,1799,1634,B20,3,2
9024,0,31,2,1,1634,1601,D20,6,2
9025,1,30,2,2,1789,1607,B27,4,3
9026,1,59,2,1,1901,1613,B24,5,2
9027,1,18,2,1,1638,1631,A00,1,2
9028,0,155,1,1,1854,1631,E10,5,2
9029,1,61,2,1,1627,1661,B20,3,2
9030,0,59,2,1,2048,1661,B36,8,2
9031,1,13,2,1,1629,1858,A40,2,2
9032,0,58,2,2,1895,1831,B30,5,2
9033,0,69,2,1,1895,1636,B30,5,2
9034,0,87,0,0,1895,1893,B30,5,2
9035,0,122,2,2,1675,1895,B20,3,2
9036,0,24,2,2,1768,1895,A02,3,2
9037,0,117,2,1,1853,1895,B10,2,2
9038,0,62,2,2,1895,1774,B12,7,2
9039,1,84,2,2,1808,1752,A45,3,1
9041,0,63,1,1,1804,1703,B40,4,2
9042,1,43,2,1,1633,1591,E60,5,2
9043,1,26,2,2,1606,1465,C48,7,2
9044,1,24,2,2,1472,1599,C65,6,2
9045,1,23,2,1,1589,1569,C70,8,2
9046,1,58,2,2,1600,1595,D06,4,2
9047,1,69,2,1,1571,1612,B08,8,2
9048,1,36,3,2,1626,1536,B33,11,2
9049,1,66,2,2,1561,1616,A16,3,2
9050,1,29,2,1,1610,1427,B32,5,2
9051,1,88,2,2,1328,1607,B21,3,2
9052,1,42,3,2,1616,1673,C01,7,2
9053,1,77,1,1,1448,1632,B20,3,2
9054,1,15,2,2,1646,1573,C42,5,2
9055,1,47,3,1,1636,1601,B01,4,2
9056,1,84,2,2,1525,1628,A48,5,2
9057,1,43,3,1,1618,1579,B07,3,2
9058,1,33,2,1,1689,1627,E71,9,2
9059,1,45,2,1,1689,1637,E90,11,2
9060,1,29,2,2,1650,1585,C62,6,2
9061,1,49,2,1,1642,1541,C66,8,2
9062,1,33,2,1,1633,1550,C79,10,2
9063,1,51,2,2,1647,1562,C66,8,2
9064,1,41,3,1,1766,1655,A45,2,2
9065,1,22,2,1,1822,1662,C48,8,2
9066,1,22,2,2,1672,1706,B01,4,2
9067,1,58,2,2,1682,1744,B01,6,2
9068,1,92,3,2,1757,1667,C50,9,2
9069,1,76,2,2,1680,1673,C41,5,2
9070,1,47,2,1,1669,1629,B90,11,2
9071,1,23,2,1,1708,1680,B07,6,2
9072,1,146,0,0,1682,1629,C66,8,2
9074,1,34,2,1,1664,1649,C78,12,2
9075,1,27,2,1,1640,1664,C42,5,2
9076,1,52,2,2,1664,1626,E90,11,2
9077,1,97,2,1,1618,1640,C20,3,2
9078,1,80,2,2,1648,1792,C00,4,2
9079,1,20,3,2,1342,1632,E00,1,2
9080,1,18,1,2,1402,1642,B08,8,2
9081,0,5,1,1,1706,1402,A00,1,2
9083,1,5,2,1,1348,1545,E00,1,2
9087,1,114,3,2,1968,2344,C16,7,2
9088,1,86,1,2,2230,1948,B90,10,2
9089,1,53,2,1,1933,2008,C42,5,2
9090,1,127,2,1,2003,1942,D94,9,2
9091,1,92,2,2,1953,1957,C00,3,2
9092,1,81,1,1,1939,2011,C55,6,2
9093,1,45,2,1,2197,1943,B51,5,2
9094,1,79,2,1,2264,1946,A15,6,2
9095,1,34,2,2,1949,2260,C00,3,2
9096,1,83,2,1,1934,2045,B00,2,2
9097,1,92,2,2,1939,2129,C46,6,2
9098,0,65,1,1,2104,1939,B54,6,2
9099,1,66,2,2,1947,2060,C58,11,2
9100,1,72,2,2,1954,2082,C00,3,2
9101,1,102,1,2,1965,1940,B10,2,1
9102,1,31,2,1,1533,1270,C40,3,2
9103,1,45,3,1,1679,1294,C21,3,2
9104,1,32,3,2,1352,1577,C20,3,2
9105,0,57,2,1,1514,2032,B07,2,2
9106,0,4,2,1,1775,1514,A00,1,2
9107,0,50,2,2,1514,2032,B07,6,2
9108,0,55,2,1,1514,1333,D11,7,2
9109,0,45,2,2,1531,1514,C50,6,2
9110,0,27,2,1,1514,1836,A42,5,2
9111,0,59,1,1,1521,1514,A43,4,2
9112,1,11,1,1,1511,1514,C42,5,2
9113,1,7,2,1,1554,1104,C41,5,2
9114,1,126,3,2,1364,1033,B02,4,3
9116,1,49,3,1,1442,1041,B02,2,2
9117,1,40,3,2,1050,1439,A01,2,2
9118,1,51,2,1,1437,1060,B01,2,2
9119,0,39,3,1,1842,1060,B01,4,2
9120,1,85,2,1,1362,1076,D00,3,2
9121,1,64,2,1,1388,1112,C42,6,2
9122,1,10,2,2,1137,1383,A40,2,2
9123,1,13,2,1,1378,1170,C40,4,2
9124,1,78,3,2,1218,1371,C20,4,2
9125,1,21,2,1,1363,1299,D00,3,2
9126,1,31,2,1,1605,1352,C41,5,2
9128,0,41,2,1,2005,978,C55,7,2
9129,0,54,3,2,978,2005,B25,4,2
9130,0,108,1,0,1483,2005,B25,4,2
9131,0,139,1,1,2005,1895,A03,2,1
9132,0,162,1,2,1878,2005,B30,4,1
9133,1,76,2,1,1088,1217,B54,6,2
9134,1,30,1,2,1224,1372,C60,5,2
9135,1,45,2,1,1209,1237,B20,2,2
9136,1,115,2,1,1504,1241,A40,2,2
9137,1,71,2,1,1225,1378,C62,6,2
9138,1,29,1,1,1222,1356,C64,6,2
9139,1,115,2,1,1202,1522,C44,5,2
9140,1,97,2,2,1132,1193,A01,3,2
9141,1,36,2,2,1202,1513,C65,6,2
9142,1,55,2,2,1207,1422,B21,3,2
9143,1,62,2,1,1328,1215,B07,2,2
9144,1,52,2,2,1224,1294,C41,6,2
9145,1,62,3,2,1121,1212,A40,2,2
9146,1,36,2,2,1221,1334,C00,4,2
9147,1,68,3,2,1350,1204,A04,2,2
9148,1,50,2,2,1212,1331,B00,2,2
9149,1,34,2,2,1216,1523,C41,4,2
9150,1,30,2,2,1228,1222,C42,6,2
9151,1,29,2,2,1233,1215,B20,3,2
9152,1,63,2,1,1340,1235,B32,7,1
9153,1,22,1,2,1242,1402,B21,3,2
9154,1,30,2,1,1230,1246,B20,3,2
9155,1,56,3,2,1594,1225,B23,3,2
9156,1,37,2,1,1442,1230,B32,7,2
9157,1,99,2,1,1222,1314,B01,4,2
9158,1,16,2,2,1329,1206,B20,2,2
9159,1,78,3,2,1198,1316,C44,6,2
9160,1,81,2,2,1206,1341,B00,3,2
9161,1,115,3,1,1196,1112,C41,4,2
9162,1,31,3,1,1081,1213,B27,3,2
9163,1,32,3,2,1528,1192,B20,3,2
9164,1,54,3,2,1199,1359,C00,3,2
9165,0,18,2,1,1829,1420,C41,5,2
9166,0,26,2,2,2212,1829,D11,6,2
9167,0,11,2,1,1829,1544,C60,5,2
9168,0,96,2,2,1829,1641,C70,8,2
9169,1,42,3,2,1799,1811,B12,7,2
9170,1,37,2,1,1830,1830,C20,3,2
9172,1,53,3,1,1190,949,A02,2,2
9173,1,62,3,2,966,1185,A10,3,2
9174,1,78,1,2,915,910,B00,2,2
9175,1,78,3,2,932,1389,C50,6,2
9176,0,35,3,1,1041,932,B02,2,3
9177,1,58,3,2,1015,1007,C20,2,2
9178,1,40,2,2,1223,1333,A40,2,2
9179,1,27,3,1,1324,1321,A43,3,2
9180,1,75,3,1,1531,1190,B00,2,2
9181,1,24,3,2,1264,1477,B02,4,2
9184,1,12,2,2,946,1545,A02,2,2
9186,1,63,3,1,1899,1263,B00,2,2
9187,1,52,3,2,1272,1807,A00,2,2
9188,1,58,2,2,1628,1532,C20,3,2
9189,1,74,1,2,1662,1584,B27,4,2
9190,0,109,2,1,1802,1662,D02,3,2
9191,1,85,1,1,1635,1625,B18,8,2
9192,1,23,2,2,1705,1599,C34,6,2
9193,1,65,2,1,1683,1627,C23,3,1
9194,1,64,2,1,1672,1663,C23,3,1
9195,1,37,3,1,1667,1708,C40,6,2
9196,1,45,2,1,1661,1677,C46,7,2
9197,1,37,2,2,1614,1608,A25,4,2
9198,1,77,2,2,1631,1531,A02,1,2
9199,1,129,3,1,1545,1616,C02,5,2
9200,1,119,2,1,1526,1536,C00,3,2
9201,1,79,3,1,1342,1580,C45,7,2
9202,1,62,2,1,1667,1394,D00,3,2
9205,1,44,2,2,1923,1974,B50,5,2
9206,1,75,3,1,1747,1962,B30,4,2
9207,1,57,2,1,1774,2003,B25,4,2
9208,1,65,2,1,2024,2031,B20,3,2
9209,1,106,2,2,1771,2019,A00,1,2
9210,1,76,2,2,2052,2028,B50,5,2
9211,1,151,1,1,1605,2114,B20,3,2
9212,1,57,2,1,2103,1822,C00,4,1
9213,1,75,2,1,2074,2013,C62,6,1
9214,1,57,2,2,1982,2042,B30,4,1
9215,1,33,0,0,2050,1981,C89,16,1
9216,1,152,1,0,1978,2061,B30,4,1
9217,1,33,2,1,2074,2121,B25,4,1
9218,1,96,2,2,2209,2044,B22,3,1
9219,1,114,2,2,1689,2201,B20,3,1
9220,1,67,2,1,2198,1519,C44,5,1
9221,1,126,1,2,1524,2195,B22,3,1
9222,0,27,2,1,2195,2137,B50,5,2
9223,1,94,3,2,1357,2193,A85,5,1
9224,1,55,2,1,2192,1357,C41,4,1
9225,0,116,2,2,1609,2192,B20,3,2
9226,0,13,2,1,2192,1609,C44,6,2
9227,1,71,2,1,2130,2054,C43,7,2
9228,1,57,2,1,2113,1692,A06,3,2
9229,1,1,2,1,1484,2113,B00,1,2
9230,1,61,3,1,2099,1627,C44,6,1
9231,1,22,2,2,1629,2082,B34,9,1
9232,1,50,2,1,1757,1896,B00,4,2
9234,1,33,2,1,1467,1305,B10,2,2
9235,1,58,2,2,1333,1289,B10,2,2
9236,1,49,3,1,1271,1346,D06,4,2
9237,1,39,2,1,1572,1276,D10,4,2
9238,1,34,3,2,1281,1568,D06,4,2
9239,1,44,2,2,1282,1213,D20,4,2
9240,1,30,2,2,1298,1285,D35,7,2
9241,1,50,3,2,1301,1664,A40,4,2
9242,1,88,1,2,1642,1273,D00,3,2
9243,1,76,2,2,1529,1247,B10,2,2
9244,1,71,2,1,1515,1253,B10,2,2
9245,1,60,2,2,1270,1247,D35,6,2
9246,1,49,2,1,1233,1289,B15,5,2
9247,1,103,2,1,1542,1295,B10,2,2
9248,0,69,2,2,1295,1733,A40,2,2
9249,1,45,2,2,1305,1479,D20,4,2
9250,1,77,3,1,1282,1394,D30,4,2
9251,1,101,2,1,1342,1298,B00,3,2
9252,1,58,2,1,1281,1286,A80,2,2
9253,1,79,2,1,1655,1286,B10,2,2
9257,1,9,2,1,1581,1631,C42,5,2
9258,0,53,2,2,1504,1631,D44,8,2
9259,0,90,2,2,1631,1606,C22,7,3
9261,0,61,2,1,1711,1631,C42,9,2
9262,0,45,3,1,1594,1631,C48,8,2
9263,0,63,3,1,1631,1546,C21,3,2
9264,1,69,2,1,1617,1674,B13,5,2
9265,1,103,2,1,1950,1620,C42,9,2
9266,1,68,0,0,1608,1591,B21,3,2
9267,1,47,3,1,1600,1432,C00,4,2
9268,1,60,0,0,1626,1599,C43,6,2
9269,1,50,3,2,1699,1581,C41,5,2
9270,1,51,2,1,1562,1714,C41,5,2
9271,1,16,2,1,1302,1585,A10,2,2
9272,1,38,2,2,1593,1737,C22,8,2
9273,1,23,2,1,1730,1603,C55,6,2
9274,1,48,3,2,1611,1775,B21,3,2
9275,1,40,2,2,1635,1595,C24,4,2
9276,1,70,2,2,1604,1757,C22,8,2
9277,1,72,2,2,1589,1588,C40,3,2
9280,0,28,2,1,1588,1203,B01,4,2
9282,0,49,2,2,1296,1588,C26,4,1
9283,1,70,2,2,1697,1566,C24,4,2
9284,0,38,1,2,1662,1586,D06,4,2
9285,0,43,2,1,1586,1662,B00,4,2
9286,1,3,1,1,1362,1265,B01,2,2
9291,1,10,1,2,1099,1574,B01,2,1
9292,1,21,3,1,1459,1143,C42,6,2
9293,1,20,3,2,1175,1455,A00,1,2
9295,1,29,2,1,1773,1366,C21,3,2
9296,1,34,3,2,1385,1246,A40,2,2
9297,1,40,3,2,1300,1374,C20,3,3
9298,1,63,1,1,1320,1391,A00,1,2
9299,1,41,2,1,1293,1411,C41,4,2
9300,1,19,2,2,1230,1402,C46,5,2
9301,1,65,2,1,1611,1410,C41,4,3
9302,1,93,2,1,1321,1430,C60,5,2
9303,1,78,2,2,1292,1419,A00,1,2
9304,1,38,3,2,1205,1412,D03,6,2
9305,1,32,3,2,1306,1400,C57,8,2
9306,1,56,3,2,1257,1389,C20,3,2
9307,1,34,3,2,1188,1381,D02,4,2
9308,1,101,2,1,1399,1399,D06,4,3
9309,1,74,1,2,1279,1386,C20,3,2
9310,1,62,2,2,1485,1362,C44,5,2
9311,1,60,2,2,1387,1246,D05,7,2
9312,1,19,2,1,1373,1286,D02,4,2
9313,1,24,3,2,1348,1353,A00,1,2
9314,1,66,3,2,1374,1377,A40,2,2
